name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,night_range
Shanti Lodge: Family Sleep 4 Old Town Bangkok,Kim,Dusit,13.773,100.50272,Private room,1883,1,1,2016-02-16,0.01,44,354,0,Week 1
Shanti Lodge: Art House in Old Town Bangkok,Kim,Phra Nakhon,13.77128,100.502,Private room,1118,1,1,2020-01-31,0.03,44,330,0,Week 1
Shanti Lodge: Art House in Old Town Bangkok,Kim,Dusit,13.77305,100.50218,Private room,1118,1,0,,0.0,44,361,0,Week 1
Shanti Lodge: Art House in Old Town Bangkok-Cozy,Kim,Dusit,13.77275,100.50429,Private room,1000,1,1,2017-01-04,0.01,44,348,0,Week 1
Shanti Lodge: Art House in Old Town Bangkok-Cozy,Kim,Dusit,13.77151,100.5021,Private room,1000,1,1,2015-12-01,0.01,44,330,0,Week 1
A quiet recluse in the midst of modern convenience,Sirinthorn,Huai Khwang,13.78862,100.57471,Entire home/apt,510,30,8,2022-12-05,0.2,1,294,4,Week 4
Shanti Lodge: Art House in Old Town Bangkok-Cozy,Kim,Dusit,13.77316,100.50279,Private room,1000,1,0,,0.0,44,361,0,Week 1
Shanti Lodge: Family Sleeps 4 in Old Town Bangkok,Kim,Dusit,13.7709,100.50264,Private room,1883,1,0,,0.0,44,357,0,Week 1
Shanti Lodge: Art House in Old Town Bangkok,Kim,Dusit,13.77264,100.50224,Private room,1118,1,2,2019-12-08,0.02,44,326,0,Week 1
Shanti Lodge: Art House in Old Town Bangkok,Kim,Dusit,13.77303,100.50268,Private room,1118,1,17,2020-01-31,0.2,44,360,0,Week 1
Shanti Lodge.  Art House. Traditional Room,Kim,Dusit,13.77314,100.50291,Private room,1530,1,1,2018-04-14,0.02,44,351,0,Week 1
Shanti Lodge: Art House in Old Town Bangkok,Kim,Dusit,13.77267,100.50413,Private room,1118,1,0,,0.0,44,341,0,Week 1
Shanti Lodge: Family Sleeps 4  in Old Town Bangkok,Kim,Dusit,13.77293,100.50198,Private room,1883,1,1,2017-12-30,0.02,44,351,0,Week 1
Poolside private 1 bedroom condo,Saowaluck,Suanluang,13.71252,100.63477,Entire home/apt,699,30,196,2020-03-18,2.37,2,235,0,Week 4
New Clean Private & easy access BKK,Borwornsak,Bang Sue,13.80476,100.53024,Private room,750,3,1,2018-02-14,0.02,1,173,0,Week 1
Phetchaburi MRT/Airport rail link,Piraya,Huai Khwang,13.7671,100.58678,Private room,1000,10,2,2016-05-12,0.02,2,301,0,Week 2
"Studio 1, 5 mins to BTS Udomsuk",Cindy,Bang Na,13.6805,100.61409,Entire home/apt,480,2,36,2022-12-13,0.4,18,58,5,Week 1
It's your Room at BTS Phra Khanong,Koj & Pear,Khlong Toei,13.71438,100.58864,Entire home/apt,1200,30,25,2022-10-21,0.28,1,328,3,Week 4
1BR 200m from MRT (Lardpao Station),Sujida,Chatu Chak,13.80477,100.57517,Entire home/apt,1500,1,0,,0.0,1,365,0,Week 1
Baanmai Pharam 9-Srinakarin,Dan,Bang Kapi,13.75129,100.64763,Entire home/apt,20000,1,0,,0.0,1,365,0,Week 1
Shanti Lodge: Art House in Old Town Bangkok-Cozy,Kim,Dusit,13.77246,100.50236,Private room,1000,1,0,,0.0,44,358,0,Week 1
Sbloc Premier Room 1 Bed,Sanunsorn,Bang Rak,13.72712,100.53788,Private room,1808,1,122,2022-12-21,1.41,3,114,8,Week 1
Contemporary 1 Bed @S Bloc Silom,Sanunsorn,Bang Rak,13.72709,100.53784,Private room,1957,1,62,2022-11-22,0.75,3,72,14,Week 1
1 min from BTS-Colonial building,Thanwarat,Sathon,13.71767,100.5164,Private room,1554,1,9,2020-01-02,0.11,4,179,0,Week 1
Private Room Central Ladprao Mall Near.(free wifi),Pam,Chatu Chak,13.817625,100.56407,Entire home/apt,1657,28,39,2022-11-20,0.49,1,326,1,Week 4
Shanti Lodge: Family Sleeps 4 in Old Town Bangkok,Kim,Dusit,13.77086,100.50427,Private room,1883,1,1,2016-11-27,0.01,44,359,0,Week 1
Shanti Lodge.  Art House. Traditional Room,Kim,Dusit,13.77321,100.50409,Private room,1530,1,0,,0.0,44,352,0,Week 1
Shanti Lodge: Art House in Old Town Bangkok- Cozy,Kim,Dusit,13.77083,100.50388,Private room,1000,1,0,,0.0,44,361,0,Week 1
Shanti Lodge: Art House in Old Town Bangkok-Cozy,Kim,Dusit,13.77308,100.50233,Private room,1000,1,0,,0.0,44,329,0,Week 1
Shanti Lodge: Family Sleeps 4 in Old Town Bangkok,Kim,Dusit,13.771,100.50413,Private room,1883,1,0,,0.0,44,357,0,Week 1
Shanti Lodge.  Art House. Traditional Room,Kim,Dusit,13.77131,100.50236,Private room,1530,1,11,2018-01-01,0.13,44,354,0,Week 1
Shanti Lodge.  Art House. Traditional Room,Kim,Dusit,13.77261,100.50383,Private room,1530,1,0,,0.0,44,358,0,Week 1
Shanti Lodge.  Art House. Traditional Room,Kim,Dusit,13.77118,100.50373,Private room,589,1,0,,0.0,44,359,0,Week 1
Shanti Lodge.  Art House. Traditional Room,Kim,Dusit,13.77161,100.50218,Private room,1530,1,0,,0.0,44,326,0,Week 1
Shanti Lodge.  Art House. Traditional Room,Kim,Dusit,13.77134,100.50204,Private room,1530,1,0,,0.0,44,356,0,Week 1
"Quiet & Big 1BR 45sqm, Center of Thonglor",Ming,Vadhana,13.73451,100.58494,Entire home/apt,1390,6,86,2022-12-21,0.95,1,326,11,Week 1
Bed in 6 Bed Mixed Dormitory Room,Bangkok Check Inn,Bang Rak,13.72143,100.51454,Shared room,550,1,0,,0.0,6,333,0,Week 1
LocalTouch Bangkok Charoenkrung 81,Walaiwan,Bang Kho laen,13.70511,100.50975,Private room,1300,1,0,,0.0,1,365,0,Week 1
"Near BTS,WIFI,Modern Style,Bangkok",Wipada,Phra Khanong,13.69144,100.61092,Entire home/apt,771,1,64,2022-09-29,0.74,2,310,15,Week 1
Deluxe River View Resort in City,Tharinee,Rat Burana,13.67666,100.51842,Entire home/apt,2857,30,0,,0.0,1,358,0,Week 4
BKK Thonglor 18 @ handy location,Sunny,Vadhana,13.73375,100.58522,Entire home/apt,2643,2,6,2018-10-01,0.07,1,365,0,Week 1
"2BR penthouse, on MRT, Crazy view",Izii,Din Daeng,13.77858,100.57303,Entire home/apt,4000,2,241,2022-12-21,2.68,1,336,31,Week 1
CASA NITHRA BANGKOK (SUD+ABF),Casa Nithra,Phra Nakhon,13.76546,100.50009,Private room,3489,1,15,2022-12-06,0.17,10,359,5,Week 1
Comfortable Condo (Rama9 MRT) 3 bedroom (1),Joyce,Huai Khwang,13.75806,100.56881,Entire home/apt,6807,2,18,2020-01-26,0.2,5,1,0,Week 1
Stylish double room with bathtub near Tong Lo BTS,Chet,Vadhana,13.73005,100.58158,Private room,900,1,8,2020-03-02,0.1,9,356,0,Week 1
2 Bedroom subwayBangSue JJ weekend market Mochit,Kate,Bang Sue,13.81811,100.54163,Private room,1455,4,4,2017-08-03,0.06,5,90,0,Week 1
"3 minute walk to river resort,cente",Kane,Khlong San,13.70851,100.49926,Private room,2424,5,0,,0.0,6,365,0,Week 1
Siames Ratchakru,Narumol,Phaya Thai,13.77462,100.54155,Private room,999,3,5,2019-12-29,0.07,1,361,0,Week 1
Studio BTS E12 Sukhumvit Udomsuk PoolGym FreeWifi,Preeti,Bang Na,13.68268,100.60963,Entire home/apt,540,30,63,2022-11-01,0.73,3,131,6,Week 4
"Comfy 70 sqm 2 Beds,2 Baths in Sathorn,Lumpini MRT",Bee,Sathon,13.72022,100.54906,Entire home/apt,2995,1,8,2022-09-06,0.09,29,333,1,Week 1
Immaculate duplex/private garden,Premika,Vadhana,13.73865,100.5732,Entire home/apt,2900,2,111,2022-03-30,1.22,5,73,1,Week 1
Townhouse fully renovated,Marc,Vadhana,13.7324,100.5784,Private room,990,2,1,2016-01-02,0.01,1,365,0,Week 1
Studio 1 bed +sofa near MRT Latprao,Annie,Chatu Chak,13.80108,100.57341,Entire home/apt,900,1,28,2017-04-18,0.32,5,361,0,Week 1
"Convenient studio, 1 bed, near MRT,",Annie,Chatu Chak,13.80383,100.57337,Entire home/apt,900,2,29,2022-11-24,0.33,5,346,1,Week 1
1 BR 62sqm by BTS & River,Bunpot,Khlong San,13.72165,100.50179,Entire home/apt,1316,30,0,,0.0,1,365,0,Week 4
Cozy Clean Convenient 1min to BTS,Arika,Khlong Toei,13.72319,100.57909,Private room,1899,3,0,,0.0,3,365,0,Week 1
Parkland Grand Asoke Petchaburi 275,Suchalee,Huai Khwang,13.7479,100.56829,Entire home/apt,1080,23,34,2022-10-01,0.37,2,34,4,Week 4
Relax by the River,Jonathan & Jamin,Khlong San,13.72225,100.51151,Entire home/apt,1148,30,17,2019-08-28,0.2,1,320,0,Week 4
2BRNewlyRenovated Shops&Restaurants,นวลนารา,Yan na wa,13.70079,100.53369,Entire home/apt,1300,30,0,,0.0,1,365,0,Week 4
stylish Triple room with bathtub Tong lo Station,Chet,Vadhana,13.73015,100.5816,Private room,1000,1,6,2020-01-31,0.08,9,356,0,Week 1
Stylish Single room near Tong lo Station Sukhumwit,Chet,Vadhana,13.73015,100.58161,Private room,570,1,58,2022-10-31,0.7,9,356,5,Week 1
Live like a local near On-Nut BTS station,Jenisara,Vadhana,13.71221,100.60177,Private room,950,30,0,,0.0,3,173,0,Week 4
Cozy Condo near BTS  with Wi-Fi,Supaporn,Thon buri,13.71748,100.48459,Entire home/apt,850,20,17,2021-12-06,0.2,1,27,0,Week 3
Ratanavat Apartment,Jaruwan,Lak Si,13.87,100.55748,Private room,850,1,0,,0.0,1,365,0,Week 1
Log3 studio sukhumvit 101/1 ff  bts,Arunee,Phra Khanong,13.68679,100.63636,Private room,699,2,62,2022-12-11,0.71,1,328,2,Week 1
Rooftop en suite/1M=70%off/5mbts/wifi/Icon Siam,Chonnikarn,Khlong San,13.72304,100.4998,Private room,600,30,19,2017-05-04,0.22,4,88,0,Week 4
"Elio Delray, Relax at Resort Style",Cathy,Phra Khanong,13.68639,100.6053,Entire home/apt,2429,1,0,,0.0,1,330,0,Week 1
Boutique 4 Beds Room near Wat Pho,Effie,Phra Nakhon,13.74734,100.49748,Private room,1600,1,4,2019-12-01,0.05,7,341,0,Week 1
Upper Sukhumvit Modern Minimal Life,Kalorin,Vadhana,13.74497,100.57397,Entire home/apt,2127,7,0,,0.0,1,0,0,Week 1
Studio CBD near BTS Chongnonsee,Beam,Sathon,13.72043,100.53079,Entire home/apt,1900,14,1,2019-02-22,0.02,1,179,0,Week 2
"Ivy River, cozy space, easy going to Icon Siam",Siri88,Rat Burana,13.68828,100.48879,Private room,588,6,1,2019-05-04,0.02,1,365,0,Week 1
"Lumpini Ville, Sukhumvit 77, On Nut",Jon Åsmund,Suanluang,13.71614,100.60814,Entire home/apt,1057,5,2,2020-05-30,0.04,1,357,0,Week 1
Private cozy 1BD 5-min to BTS/MRT,Boonrat,Vadhana,13.7401,100.56463,Entire home/apt,1059,2,54,2022-09-21,0.62,1,269,12,Week 1
CenterBKK-COZY-WIFI-GYM-Pools-BTS,Suksun,Vadhana,13.73153,100.5764,Entire home/apt,866,28,26,2022-07-09,0.31,3,116,7,Week 4
The Room 64 Luxury Condominium,Burin,Phra Khanong,13.68509,100.60381,Private room,4200,1,0,,0.0,1,364,0,Week 1
Condo lumpini park rama9-ratchada,Kanvarathit,Huai Khwang,13.75237,100.57475,Entire home/apt,990,30,0,,0.0,1,364,0,Week 4
Komfort Place+,ป๊อป,Yan na wa,13.70348,100.53459,Private room,850,1,2,2016-02-27,0.02,3,331,0,Week 1
PARKLAND/APL/MRT/BTS/WIFI/1 BED,Kotchapan,Huai Khwang,13.74967,100.56452,Entire home/apt,900,28,31,2020-03-03,0.37,1,305,0,Week 4
***** Five stars river view studio,Dirk,Khlong San,13.7131,100.50122,Entire home/apt,664,21,252,2022-12-13,2.79,1,115,4,Week 3
1 bedroom  convenient/ near MRT,Annie,Chatu Chak,13.80435,100.5742,Entire home/apt,1000,3,10,2022-11-12,0.12,5,344,3,Week 1
Lumpini Ville Lasal Condominium,Kanokorn,Bang Na,13.6626,100.62428,Entire home/apt,1514,29,0,,0.0,1,358,0,Week 4
"Downtown Silom, BTS, Swimming pool",Ohm Jirarot,Bang Rak,13.72517,100.53049,Entire home/apt,800,3,129,2022-11-26,1.49,3,107,11,Week 1
30 mins from Donmuang Airport,Namon,Chatu Chak,13.83109,100.56101,Private room,850,4,0,,0.0,1,363,0,Week 1
10 minutes walk from MRT to room,Jutharat,Din Daeng,13.77153,100.56669,Private room,700,2,79,2020-01-20,0.9,1,90,0,Week 1
Little home with garden,Bhusnisa,Thung khru,13.60039,100.50275,Entire home/apt,1088,3,1,2019-12-06,0.03,2,264,0,Week 1
1BR Pool view near BTS & JJ Market,Sakkarin,Chatu Chak,13.83431,100.5793,Entire home/apt,1200,2,0,,0.0,1,363,0,Week 1
Cozy 1 BD near Onnuch BTS Station,Kongkom,Khlong Toei,13.70252,100.59263,Entire home/apt,1200,1,0,,0.0,4,355,0,Week 1
Park Origin Phrom Phong,William,Khlong Toei,13.72612,100.56774,Entire home/apt,5000,30,1,2022-03-30,0.11,1,346,1,Week 4
Five Bedrooms Ensuite Bangkok Downtown Duplex/LOFT,Dr. Supot,Vadhana,13.74679,100.55888,Entire home/apt,14331,2,216,2022-12-18,2.92,15,118,39,Week 1
Condolette Pixel Sathorn,NUi Arthit,Yan na wa,13.71729,100.54998,Private room,700,2,35,2022-11-08,0.51,1,87,3,Week 1
Amazin 1 BD near Onnuch BTS Station,Kongkom,Khlong Toei,13.70443,100.59282,Entire home/apt,1200,1,1,2015-12-30,0.01,4,362,0,Week 1
Convenience Home@Seacon Square,Porsche,Pra Wet,13.6978,100.65154,Private room,2944,1,0,,0.0,1,365,0,Week 1
"Regent Home 22, Sukhumvit 85, BTS Onnut with Wi-fi",Sirikorn,Phra Khanong,13.7048,100.60934,Entire home/apt,414,2,6,2022-12-23,0.09,1,289,2,Week 1
Great location 1 bed condo near MRT,Padasinee,Ratchathewi,13.74968,100.551,Private room,3800,1,0,,0.0,2,365,0,Week 1
"Suanplu soi 8 ,Sathorn, Bangkok",Parisa,Sathon,13.71997,100.54038,Entire home/apt,1200,30,1,2016-02-02,0.01,1,0,0,Week 4
หมู่บ้านเพอร์เฟคพาร์ค สุวรรณภูมิ,Itsaree,Min Buri,13.79294,100.74108,Entire home/apt,3000,1,0,,0.0,1,365,0,Week 1
"6people,BTS Frontdoor,Siam,Platinum",Patty,Ratchathewi,13.75062,100.5315,Entire home/apt,1643,7,270,2022-12-14,3.13,39,65,12,Week 1
Baan Klang Muang Chokchai4 Village,Janejit,Lat Phrao,13.80735,100.59718,Entire home/apt,3000,1,0,,0.0,1,365,0,Week 1
Twin Bed Room With Share Bathroom,Bangkok Check Inn,Bang Rak,13.72037,100.51421,Private room,600,1,0,,0.0,6,319,0,Week 1
15 mins to Suwannabhum airport,Gift,Pra Wet,13.69077,100.64038,Private room,990,1,5,2022-12-07,0.06,21,365,1,Week 1
抖音爆火海鲜烧烤/一室一厅一卫/5分钟到天铁站Ekkamai/东部汽车站/24小时购物点/抓龙筋按摩,健,Khlong Toei,13.71614,100.58612,Entire home/apt,1483,30,9,2019-01-01,0.17,1,54,0,Week 4
Cozy space opposite Conrad Htl BKK,Serene,Khlong Toei,13.73715,100.55157,Entire home/apt,1163,15,31,2020-01-22,0.36,2,51,0,Week 3
"1 min to BTS,Private Room Wifi+Pool",BoOmiejy,Bangkok Yai,13.72784,100.47493,Private room,3600,15,39,2019-06-03,0.47,1,90,0,Week 3
42place srinakarin,42place,Pra Wet,13.69202,100.63984,Private room,879,1,0,,0.0,1,365,0,Week 1
Lumpini ville Aim Huaykwang,Cheongchai,Huai Khwang,13.77238,100.58247,Private room,10000,30,0,,0.0,1,365,0,Week 4
Stay with Local-Nice Simple in Local Area/Wifi 364,Apple,Phaya Thai,13.79168,100.55929,Entire home/apt,750,1,85,2022-12-24,0.96,2,338,10,Week 1
"Comfort home away from the crowd, space 42sqm.Wifi",Arisa,Thon buri,13.71407,100.4762,Entire home/apt,750,10,51,2022-11-27,0.58,5,34,2,Week 2
Chic 1 BR Apt heart of Sukhumvit,Taak & Vora,Vadhana,13.74228,100.57192,Entire home/apt,1900,2,111,2022-03-19,1.25,2,116,2,Week 1
Silom/Suriyawong area,Jean-Christophe,Bang Rak,13.7275,100.52472,Entire home/apt,880,30,40,2022-11-18,0.45,1,217,6,Week 4
"A nice, clean, private condo room",Ton,Phra Khanong,13.69107,100.60993,Private room,800,2,32,2022-12-06,0.37,1,345,6,Week 1
"1Min walk BTS Thong Lo,Sukhumvit34",Patty,Khlong Toei,13.72483,100.57525,Entire home/apt,1457,30,200,2021-03-12,2.32,39,51,0,Week 4
A 68sqm Near BTS Chidlom/Siam 2 min walk from sta.,Gee,Parthum Wan,13.74308,100.54165,Entire home/apt,3407,1,13,2022-12-23,0.15,8,339,10,Week 1
"Comfy River View Transportation Hub, Affordable",Andy,Bang Sue,13.80895,100.52251,Entire home/apt,1100,28,14,2019-12-06,0.16,1,331,0,Week 4
"Executive Accommodation Pool Gym WiFI, Near BTS",Alex,Vadhana,13.71526,100.59396,Entire home/apt,1250,14,383,2022-12-14,4.27,36,311,10,Week 2
"*New* Eden Park Bangkok near SkyTrain, Wi-Fi, Pool",Alex,Khlong Toei,13.71197,100.59503,Entire home/apt,1100,28,206,2022-10-27,2.37,36,327,5,Week 4
Nanda Heritage Hotel,Nanda Heritage,Phra Nakhon,13.75957,100.5064,Private room,2500,1,5,2019-02-11,0.06,1,23,0,Week 1
As Milky Way In sky high &nice view,Ferinn,Bang Kapi,13.74627,100.60572,Private room,1250,1,1,2017-09-16,0.02,3,365,0,Week 1
"Oasis Silom Condo, top floor, unblocked pool view",Bee,Bang Rak,13.72573,100.53048,Private room,1469,2,4,2019-03-28,0.05,3,310,0,Week 1
"Oriental Decor 1BR@BTS Phrom Phong pool, gym",Markus,Khlong Toei,13.72683,100.57465,Entire home/apt,1400,4,124,2022-10-30,1.4,1,354,9,Week 1
Big 1BR • Step to BTS •Comfy bed• 欢迎各位,.● Bm,Bang Na,13.68062,100.61044,Entire home/apt,1529,7,136,2022-12-11,1.54,1,114,16,Week 1
Two-Room Apartment on Lat Phrao Rd,Isara,Wang Thong Lang,13.78683,100.61674,Entire home/apt,700,1,7,2019-07-13,0.09,2,365,0,Week 1
"1 BR with kitchen, near skytrain",Aom,Bang Na,13.68034,100.60893,Entire home/apt,950,28,1,2015-10-18,0.01,1,363,0,Week 4
"1 BR, Free Pool-Gym BKK - Airport HuaMak SkyTrain",Wanni,Suanluang,13.737806,100.643311,Entire home/apt,1558,2,3,2022-05-20,0.06,1,0,1,Week 1
Serenity Apartments,Precha,Khlong Toei,13.73873,100.55583,Entire home/apt,1200,2,9,2020-01-03,0.1,1,87,0,Week 1
Double Deck Room near Grand Palace,Effie,Phra Nakhon,13.74748,100.49744,Private room,814,1,57,2022-12-11,0.65,7,309,10,Week 1
LARGE 74sqm Best location! Nana BTS (Sky train),Zoran,Vadhana,13.73978,100.55841,Entire home/apt,1500,28,15,2022-12-22,0.18,1,274,5,Week 4
DDay Sweet,Kamon,Bang Kapi,13.77374,100.64109,Private room,890,2,0,,0.0,1,365,0,Week 1
Studio room at Thonglor,Chkart,Vadhana,13.74085,100.58545,Private room,1500,15,0,,0.0,1,365,0,Week 3
Chapter One - Modern Dutch,Surapol,Rat Burana,13.67765,100.51846,Entire home/apt,2500,1,2,2018-05-08,0.03,1,3,0,Week 1
Fully Furnished Studio Apt. C2-110,Tina,Suanluang,13.70851,100.6342,Entire home/apt,866,1,42,2022-09-20,0.48,3,352,4,Week 1
Habitia2 Panya Indra,Pichaya,Khlong Sam Wa,13.84237,100.73155,Entire home/apt,1500,1,0,,0.0,1,88,0,Week 1
"BKK SMILE Condo,BTS, Thonglor8,WiFi",Kanchana S.,Vadhana,13.73033,100.58151,Entire home/apt,1524,1,2,2016-11-03,0.02,1,347,0,Week 1
"New Condo 32 Sqm., pool",Janya,Sathon,13.70694,100.52843,Private room,1200,1,1,2016-12-22,0.01,1,361,0,Week 1
Charming 1BDR near BTS and Emporium,Ome,Khlong Toei,13.72572,100.57418,Entire home/apt,1697,3,154,2022-11-29,1.75,3,337,9,Week 1
"Charming & Calm; SwimmingPool, FiberWiFi & Netflix",Eric,Phasi Charoen,13.7085,100.4511,Entire home/apt,1500,3,115,2022-12-04,1.38,1,337,8,Week 1
Deluxe Room ★ 550m. to MRT★Wi-Fi★ Halal Breakfast,Annie,Bang Sue,13.80412,100.53216,Private room,1405,1,0,,0.0,3,0,0,Week 1
40m2 Lux 1Br Walk to MBK BTS Siam:A,Isavaret,Parthum Wan,13.74823,100.52683,Entire home/apt,1212,25,57,2022-10-20,0.65,5,0,3,Week 4
BTS Onnut Condo Just 800 Metre WiFi,Natha,Phra Khanong,13.70381,100.60633,Entire home/apt,1050,5,27,2021-11-13,0.31,18,304,0,Week 1
"Mid of Bangkok,1 min to BTS Sapankway Wifi",Amy,Phaya Thai,13.79294,100.54962,Entire home/apt,866,15,86,2022-09-30,0.97,10,309,1,Week 3
D.S.Tower 2,Jintana,Vadhana,13.74332,100.57308,Private room,2000,1,0,,0.0,1,365,0,Week 1
Fully Furnished Studio Apt. C2-105,Tina,Suanluang,13.70852,100.63503,Entire home/apt,846,1,3,2020-02-22,0.04,3,352,0,Week 1
Fully Furnished Studio Apt. C2-104,Tina,Suanluang,13.71014,100.63467,Entire home/apt,639,1,22,2022-11-17,0.26,3,354,6,Week 1
2 Bedroom apt near Ekamai BTS,Pashmina,Vadhana,13.72375,100.58391,Entire home/apt,2251,30,7,2017-09-21,0.08,3,360,0,Week 4
Grand Suite Soi Sukhumvit19 with Pool - D2,Banthueng,Vadhana,13.7404,100.56129,Entire home/apt,4120,1,75,2022-12-16,0.87,7,75,22,Week 1
"Stylish loft style condo, Thonglor",Arvi,Vadhana,13.73633,100.58529,Entire home/apt,2800,2,15,2022-12-11,0.17,1,358,1,Week 1
King Bed Spacious & Cosy Apt in Fantastic Location,Pascal,Vadhana,13.7413,100.55795,Entire home/apt,1600,7,46,2022-11-24,0.57,1,71,10,Week 1
THE TEMPO RUAMRUDEE (BTS Pleonchit),Apiporn,Parthum Wan,13.73877,100.54941,Entire home/apt,2000,5,97,2019-06-11,1.12,2,0,0,Week 1
Cozy stay and close to DON MUANG HOTEL,Thanyarat,Don Mueang,13.9246,100.5994,Private room,1170,1,139,2020-02-02,1.58,1,0,0,Week 1
chateauintow sukhumvit 62/1-2,Pisansut,Phra Khanong,13.68768,100.60804,Private room,1057,1,0,,0.0,1,365,0,Week 1
Nice tranquil room in Thonglor Bkk,Serene,Vadhana,13.73136,100.58133,Entire home/apt,1143,1,107,2022-12-19,1.24,2,161,8,Week 1
"Aspire, Soi 48, Sukumvit",Tiffany,Khlong Toei,13.71061,100.59553,Entire home/apt,1553,4,24,2020-02-15,0.27,1,300,0,Week 1
Convenient Room Near BTS,Tib,Phra Khanong,13.69142,100.61325,Entire home/apt,779,1,36,2019-12-31,0.42,5,168,0,Week 1
Panoramic view clean new nearmarket,Arfan,Suanluang,13.73622,100.62277,Private room,792,2,0,,0.0,1,365,0,Week 1
Clean & Cozy,Wilawan,Bang Sue,13.8012,100.51919,Entire home/apt,750,1,6,2017-11-20,0.07,1,210,0,Week 1
Air3nity  Downtown World Class Bangkok,Inthanom,Bang Rak,13.72438,100.53159,Entire home/apt,3785,1,234,2022-12-10,3.31,6,95,38,Week 1
1BR BTSBANGCHAK WorkDeskWasherCookingAppl,Vasu,Phra Khanong,13.69722,100.60772,Entire home/apt,600,30,106,2022-04-20,1.2,4,21,1,Week 4
Bangkok Silom Private Gathering Place # Air3nity,Inthanom,Bang Rak,13.7253,100.5295,Entire home/apt,4734,1,239,2022-12-12,3.28,6,194,15,Week 1
คอนโดชาโตว์อินทาวน์ รัชดา 13 ตึก 2,Auttawit,Din Daeng,13.78303,100.57231,Private room,1500,1,0,,0.0,1,365,0,Week 1
"Private room ""Ban sukhumwit1""",Patr,Suanluang,13.72167,100.61739,Private room,450,7,31,2018-08-25,0.36,2,211,0,Week 1
1BR Brand New MRT Rama 9,Minniemeng,Huai Khwang,13.759,100.56698,Entire home/apt,2200,3,0,,0.0,1,91,0,Week 1
CitiHome Thapra   (Condominium) Petkasem Road,Stephanie,Bang Sue,13.83124,100.53376,Entire home/apt,650,3,0,,0.0,1,362,0,Week 1
"1 BR in Chatuchak,BTS Sena Nikhom,near DMK Airport",Pat,Chatu Chak,13.83847,100.57539,Entire home/apt,990,1,8,2016-05-04,0.09,1,241,0,Week 1
Siam Place Suvarnabhumi,Ubolrussamee,Lat Krabang,13.7196,100.71633,Private room,450,1,4,2018-02-12,0.06,1,88,0,Week 1
Romantic Room in City Center,Nicece,Parthum Wan,13.73674,100.55106,Entire home/apt,1693,7,1,2019-01-22,0.02,1,305,0,Week 1
Cheap & Comfy,Fay,Bang Kapi,13.76549,100.64632,Private room,900,3,0,,0.0,1,84,0,Week 1
Sukhumvit Phromphong BTS Expats neighborhood,Nicole,Vadhana,13.72941,100.57292,Entire home/apt,3200,21,9,2019-08-31,0.1,1,89,0,Week 3
Cozy and Convenient Studio Loft near ICONSIAM,Jerawat,Khlong San,13.73035,100.50894,Entire home/apt,1262,1,19,2022-10-04,0.39,1,81,4,Week 1
CBD 175sqm SUITE Amazing Location + Facilities,Ed,Bang Rak,13.7248,100.53024,Entire home/apt,3983,1,250,2022-12-14,2.88,12,329,15,Week 1
Private room in Supalai Ekamai-Thonglor Condo,Pichamon,Vadhana,13.74236,100.58826,Entire home/apt,1500,1,0,,0.0,1,177,0,Week 1
1BR near BKK Airport/Skytrain+Wifi (2),Fai,Suanluang,13.7372,100.64166,Entire home/apt,866,30,97,2020-03-20,1.08,5,365,0,Week 4
81 SQMs/Sukhumvit/pool/gym/selfcheckin/BTS/2BR2BTH,Yimmy,Vadhana,13.74803,100.55735,Entire home/apt,2088,3,130,2022-12-16,1.47,5,124,15,Week 1
New Clean&Convnt Condo near BTS 1m.,Jazz,Khlong Toei,13.71415,100.59173,Entire home/apt,1530,30,10,2018-03-06,0.12,1,178,0,Week 4
New and cosy 1Br Thonglor Ekamai,Koranat,Huai Khwang,13.74456,100.58733,Private room,723,6,9,2022-12-08,0.25,1,217,8,Week 1
